doc_id,domain,status,char_len,n_blocks,n_articles,n_tables,probe
csrc_0057,regulatory,OK,176,1,0,0,
csrc_0057_att1,regulatory,OK,5497,50,43,0,
csrc_0057_att2,regulatory,OK,811,1,0,0,
csrc_0058,regulatory,OK,145,1,0,0,
csrc_0058_att1,regulatory,OK,4619,50,39,0,
csrc_0058_att2,regulatory,OK,1108,1,0,0,
csrc_0059,regulatory,EMPTY,43,1,0,0,
csrc_0059_att1,regulatory,OK,2484,31,22,0,
csrc_0060,regulatory,OK,132,1,0,0,
csrc_0060_att1,regulatory,OK,4436,1,0,0,
csrc_0060_att2,regulatory,OK,683,1,0,0,
csrc_0061,regulatory,OK,167,1,0,0,
csrc_0061_att1,regulatory,OK,4706,1,0,0,
csrc_0061_att2,regulatory,OK,677,1,0,0,
csrc_0062,regulatory,OK,754,1,0,0,
csrc_0062_att1,regulatory,OK,800,1,0,0,
csrc_0063,regulatory,OK,1211,1,0,0,
csrc_0063_att1,regulatory,OK,354,1,0,0,
csrc_0064,regulatory,OK,2064,2,1,0,
csrc_0064_att1,regulatory,OK,478,1,0,0,
csrc_0065,regulatory,OK,72,1,0,0,
csrc_0065_att1,regulatory,OK,518,2,1,0,
csrc_0066,regulatory,OK,2395,8,8,0,
csrc_0066_att1,regulatory,OK,1732,1,0,0,
csrc_0067,regulatory,OK,498,1,0,0,
csrc_0067_att1,regulatory,OK,442,1,0,0,
csrc_0068,regulatory,OK,149,1,0,0,
csrc_0068_att1,regulatory,OK,4414,1,0,0,
csrc_0068_att2,regulatory,OK,736,1,0,0,
csrc_0069,regulatory,OK,5713,2,1,0,
csrc_0070,regulatory,OK,888,1,0,0,
csrc_0071,regulatory,OK,4142,1,0,0,
csrc_0072,regulatory,OK,3699,1,0,0,
csrc_0073,regulatory,OK,1458,1,0,0,
csrc_0074,regulatory,OK,1071,1,0,0,
csrc_0075,regulatory,OK,1095,1,0,0,
csrc_0076,regulatory,OK,3242,2,1,0,
csrc_0077,regulatory,OK,2312,1,0,0,
csrc_0078,regulatory,OK,3678,5,4,0,
csrc_0079,regulatory,OK,1339,1,0,0,
csrc_0080,regulatory,OK,1628,1,0,0,
csrc_0081,regulatory,OK,2946,1,0,0,
csrc_0082,regulatory,OK,5384,1,0,0,
csrc_0083,regulatory,OK,2912,1,0,0,
csrc_0084,regulatory,OK,3212,6,5,0,
csrc_0085,regulatory,OK,6595,2,1,0,
csrc_0086,regulatory,OK,2839,1,0,0,
csrc_0087,regulatory,OK,2450,1,0,0,
csrc_0088,regulatory,OK,1271,1,0,0,
csrc_0089,regulatory,OK,1217,1,0,0,
csrc_0090,regulatory,OK,2383,1,0,0,
csrc_0091,regulatory,OK,3977,3,2,0,
csrc_0092,regulatory,OK,3646,1,0,0,
csrc_0093,regulatory,OK,1114,1,0,0,
csrc_0094,regulatory,OK,1717,1,0,0,
csrc_0095,regulatory,OK,3972,1,0,0,
csrc_0096,regulatory,OK,1152,2,1,0,
csrc_0097,regulatory,OK,1433,2,1,0,
csrc_0098,regulatory,OK,1264,2,1,0,
csrc_0099,regulatory,OK,1342,2,1,0,
csrc_0100,regulatory,OK,6063,3,2,0,
csrc_0101,regulatory,OK,3148,5,4,0,
csrc_0102,regulatory,OK,4233,2,1,0,
csrc_0103,regulatory,OK,860,1,0,0,
csrc_0104,regulatory,OK,852,1,0,0,
csrc_0105,regulatory,OK,961,1,0,0,
csrc_0106,regulatory,OK,1276,3,2,0,
csrc_0107,regulatory,OK,2107,3,2,0,
csrc_0108,regulatory,OK,4147,5,4,0,
csrc_0109,regulatory,OK,715,2,1,0,
csrc_0110,regulatory,OK,1128,1,0,0,
csrc_0111,regulatory,OK,1104,1,0,0,
csrc_0112,regulatory,OK,1300,1,0,0,
csrc_0113,regulatory,OK,1153,1,0,0,
csrc_0114,regulatory,OK,2257,3,2,0,
csrc_0115,regulatory,OK,2461,2,1,0,
csrc_0116,regulatory,OK,1803,1,0,0,
csrc_0117,regulatory,OK,1156,2,1,0,
csrc_0118,regulatory,OK,805,1,0,0,
csrc_0119,regulatory,OK,1174,2,1,0,
csrc_0120,regulatory,OK,1022,2,1,0,
csrc_0121,regulatory,OK,1040,2,1,0,
csrc_0122,regulatory,OK,1086,2,1,0,
csrc_0123,regulatory,OK,1041,2,1,0,
csrc_0124,regulatory,OK,1099,2,1,0,
csrc_0125,regulatory,OK,1012,2,1,0,
csrc_0126,regulatory,OK,2734,4,3,0,
csrc_0127,regulatory,OK,1824,1,0,0,
csrc_0128,regulatory,OK,1404,1,0,0,
csrc_0129,regulatory,OK,3944,2,1,0,
csrc_0130,regulatory,OK,5441,10,9,0,
csrc_0131,regulatory,OK,5952,5,4,0,
csrc_0132,regulatory,OK,2647,7,6,0,
csrc_0133,regulatory,OK,2449,1,0,0,
csrc_0134,regulatory,OK,1170,1,0,0,
csrc_0135,regulatory,OK,858,1,0,0,
csrc_0136,regulatory,OK,2865,1,0,0,
csrc_0137,regulatory,OK,3780,6,5,0,
csrc_0138,regulatory,OK,4626,14,13,0,
csrc_0139,regulatory,OK,1356,1,0,0,
csrc_0140,regulatory,OK,3551,1,0,0,
csrc_0141,regulatory,OK,3286,1,0,0,
csrc_0142,regulatory,OK,1285,2,1,0,
csrc_0143,regulatory,OK,1123,2,1,0,
csrc_0144,regulatory,OK,1161,2,1,0,
csrc_0145,regulatory,OK,1155,1,0,0,
csrc_0146,regulatory,OK,993,3,2,0,
csrc_0147,regulatory,OK,921,3,2,0,
csrc_0148,regulatory,OK,917,3,2,0,
csrc_0149,regulatory,OK,1080,3,2,0,
csrc_0150,regulatory,OK,1226,3,2,0,
csrc_0151,regulatory,OK,998,2,1,0,
csrc_0152,regulatory,OK,1423,2,1,0,
csrc_0153,regulatory,OK,1159,1,0,0,
csrc_0154,regulatory,OK,1794,1,0,0,
csrc_0155,regulatory,OK,2239,1,0,0,
csrc_0156,regulatory,OK,1349,1,0,0,
csrc_0157,regulatory,OK,2927,4,3,0,
csrc_0158,regulatory,OK,1030,1,0,0,
csrc_0159,regulatory,OK,782,1,0,0,
csrc_0160,regulatory,OK,5768,11,10,0,
csrc_0161,regulatory,OK,3215,1,0,0,
csrc_0162,regulatory,OK,1016,1,0,0,
csrc_0163,regulatory,OK,1665,2,1,0,
csrc_0164,regulatory,OK,1118,1,0,0,
csrc_0165,regulatory,OK,1102,1,0,0,
csrc_0166,regulatory,OK,1101,1,0,0,
csrc_0167,regulatory,OK,1107,1,0,0,
csrc_0168,regulatory,OK,929,1,0,0,
csrc_0169,regulatory,OK,828,2,1,0,
csrc_0170,regulatory,OK,1185,1,0,0,
csrc_0171,regulatory,OK,1416,1,0,0,
csrc_0172,regulatory,OK,834,1,0,0,
csrc_0173,regulatory,OK,3059,1,0,0,
csrc_0174,regulatory,OK,4334,1,0,0,
csrc_0175,regulatory,OK,1319,1,0,0,
csrc_0176,regulatory,OK,1256,1,0,0,
csrc_0177,regulatory,OK,1295,1,0,0,
csrc_0178,regulatory,OK,1136,1,0,0,
csrc_0179,regulatory,OK,4430,3,2,0,
csrc_0180,regulatory,OK,464,1,0,0,
csrc_0181,regulatory,OK,2614,2,1,0,
csrc_0182,regulatory,OK,5155,4,3,0,
csrc_0183,regulatory,OK,4982,1,0,0,
csrc_0184,regulatory,OK,4814,1,0,0,
csrc_0185,regulatory,OK,1381,1,0,0,
csrc_0186,regulatory,OK,967,1,0,0,
csrc_0187,regulatory,OK,5474,2,1,0,
csrc_0188,regulatory,OK,709,1,0,0,
csrc_0189,regulatory,OK,699,1,0,0,
csrc_0190,regulatory,OK,2371,1,0,0,
csrc_0191,regulatory,OK,860,1,0,0,
csrc_0192,regulatory,OK,5219,9,8,0,
csrc_0193,regulatory,OK,10225,56,55,0,
csrc_0194,regulatory,OK,1165,1,0,0,
csrc_0195,regulatory,OK,1094,1,0,0,
csrc_0196,regulatory,OK,1073,1,0,0,
csrc_0197,regulatory,OK,1012,1,0,0,
csrc_0198,regulatory,OK,1102,1,0,0,
csrc_0199,regulatory,OK,1146,1,0,0,
csrc_0200,regulatory,OK,1187,1,0,0,
csrc_0201,regulatory,OK,1082,1,0,0,
csrc_0202,regulatory,OK,1171,1,0,0,
csrc_0203,regulatory,OK,1493,1,0,0,
csrc_0204,regulatory,OK,8257,4,3,0,
csrc_0205,regulatory,OK,1058,1,0,0,
csrc_0206,regulatory,OK,1036,1,0,0,
csrc_0207,regulatory,OK,1115,1,0,0,
csrc_0208,regulatory,OK,2939,1,0,0,
csrc_0209,regulatory,OK,5759,2,1,0,
csrc_0210,regulatory,OK,1256,2,1,0,
csrc_0211,regulatory,OK,2473,2,1,0,
csrc_0212,regulatory,OK,3378,1,0,0,
csrc_0213,regulatory,OK,4845,14,13,0,
csrc_0214,regulatory,OK,4103,1,0,0,
csrc_0215,regulatory,OK,2078,1,0,0,
csrc_0216,regulatory,OK,1502,2,1,0,
csrc_0217,regulatory,OK,1627,1,0,0,
csrc_0218,regulatory,OK,3916,3,2,0,
csrc_0219,regulatory,OK,1540,1,0,0,
csrc_0220,regulatory,OK,1051,1,0,0,
csrc_0221,regulatory,OK,1634,1,0,0,
csrc_0222,regulatory,OK,1120,1,0,0,
csrc_0223,regulatory,OK,1112,1,0,0,
csrc_0224,regulatory,OK,1103,1,0,0,
csrc_0225,regulatory,OK,1179,1,0,0,
csrc_0226,regulatory,OK,3172,4,3,0,
csrc_0227,regulatory,OK,1946,1,0,0,
csrc_0228,regulatory,OK,1266,1,0,0,
csrc_0229,regulatory,OK,6449,15,14,0,
csrc_0230,regulatory,OK,7952,1,0,0,
csrc_0231,regulatory,OK,2389,2,1,0,
csrc_0232,regulatory,OK,2459,1,0,0,
csrc_0233,regulatory,OK,4636,4,3,0,
csrc_0234,regulatory,OK,2836,1,0,0,
csrc_0235,regulatory,OK,2530,1,0,0,
csrc_0236,regulatory,OK,3571,1,0,0,
csrc_0237,regulatory,OK,2084,4,3,0,
csrc_0238,regulatory,OK,2447,1,0,0,
csrc_0239,regulatory,OK,12225,1,0,0,
csrc_0240,regulatory,OK,2100,2,1,0,
csrc_0241,regulatory,OK,1448,3,2,0,
csrc_0242,regulatory,OK,2635,1,0,0,
csrc_0243,regulatory,OK,7680,1,0,0,
csrc_0244,regulatory,OK,13420,2,1,0,
csrc_0245,regulatory,OK,2113,2,1,0,
csrc_0246,regulatory,OK,3199,2,1,0,
csrc_0247,regulatory,OK,1043,1,0,0,
csrc_0248,regulatory,OK,2272,1,0,0,
csrc_0249,regulatory,OK,4412,2,1,0,
csrc_0250,regulatory,OK,1916,4,3,0,
csrc_0251,regulatory,OK,774,1,0,0,
csrc_0252,regulatory,OK,14215,1,0,0,
csrc_0253,regulatory,OK,1129,1,0,0,
csrc_0254,regulatory,OK,4076,2,1,0,
csrc_0255,regulatory,OK,2419,1,0,0,
csrc_0256,regulatory,OK,2528,2,1,0,
csrc_0257,regulatory,OK,4857,2,1,0,
csrc_0258,regulatory,OK,4180,1,0,0,
csrc_0259,regulatory,OK,4209,4,3,0,
csrc_0260,regulatory,OK,3376,1,0,0,
csrc_0261,regulatory,OK,3006,1,0,0,
csrc_0262,regulatory,OK,14861,5,4,0,
csrc_0263,regulatory,OK,5769,5,4,0,
csrc_0264,regulatory,OK,5356,1,0,0,
csrc_0265,regulatory,OK,7835,1,0,0,
csrc_0266,regulatory,OK,1536,2,1,0,
csrc_0267,regulatory,OK,2207,2,1,0,
csrc_0268,regulatory,OK,1585,2,1,0,
csrc_0269,regulatory,OK,7089,2,1,0,
csrc_0270,regulatory,OK,3605,2,1,0,
csrc_0271,regulatory,OK,14119,5,4,0,
csrc_0272,regulatory,OK,2269,4,3,0,
csrc_0273,regulatory,OK,5020,2,1,0,
csrc_0274,regulatory,OK,5987,10,9,0,
csrc_0275,regulatory,OK,1426,1,0,0,
csrc_0276,regulatory,OK,7140,11,10,0,
csrc_0277,regulatory,OK,7129,1,0,0,
csrc_0278,regulatory,OK,2698,1,0,0,
csrc_0279,regulatory,OK,7183,5,4,0,
csrc_0280,regulatory,OK,3840,1,0,0,
csrc_0281,regulatory,OK,6200,3,2,0,
csrc_0282,regulatory,OK,2102,1,0,0,
csrc_0283,regulatory,OK,3029,3,2,0,
csrc_0284,regulatory,OK,2609,2,1,0,
csrc_0285,regulatory,OK,2138,3,2,0,
csrc_0286,regulatory,OK,2289,5,4,0,
csrc_0287,regulatory,OK,2210,2,1,0,
csrc_0288,regulatory,OK,7053,4,3,0,
csrc_0289,regulatory,OK,1049,1,0,0,
csrc_0290,regulatory,OK,4027,2,1,0,
csrc_0291,regulatory,OK,2441,1,0,0,
csrc_0292,regulatory,OK,9258,6,5,0,
csrc_0293,regulatory,OK,2675,3,2,0,
csrc_0294,regulatory,OK,2118,1,0,0,
csrc_0295,regulatory,OK,12676,2,1,0,
csrc_0296,regulatory,OK,2799,3,2,0,
csrc_0297,regulatory,OK,1857,2,1,0,
csrc_0298,regulatory,OK,3261,2,1,0,
csrc_0299,regulatory,OK,6594,1,0,0,
csrc_0300,regulatory,OK,4709,4,3,0,
csrc_0301,regulatory,OK,5255,1,0,0,
csrc_0302,regulatory,OK,6721,1,0,0,
csrc_0303,regulatory,OK,2368,1,0,0,
csrc_0304,regulatory,OK,3870,4,3,0,
csrc_0305,regulatory,OK,9922,1,0,0,
csrc_0306,regulatory,OK,3113,2,1,0,
csrc_0307,regulatory,OK,7283,1,0,0,
csrc_0308,regulatory,OK,5637,1,0,0,
csrc_0309,regulatory,OK,3711,2,1,0,
csrc_0310,regulatory,OK,3214,2,1,0,
csrc_0311,regulatory,OK,2542,2,1,0,
csrc_0312,regulatory,OK,2600,2,1,0,
csrc_0313,regulatory,OK,8043,4,3,0,
csrc_0314,regulatory,OK,4103,1,0,0,
csrc_0315,regulatory,OK,4704,3,2,0,
csrc_0316,regulatory,OK,8744,2,1,0,
csrc_0317,regulatory,OK,2266,1,0,0,
csrc_0318,regulatory,OK,6164,2,1,0,
csrc_0319,regulatory,OK,913,1,0,0,
csrc_0320,regulatory,OK,5029,1,0,0,
csrc_0321,regulatory,OK,9597,1,0,0,
csrc_0322,regulatory,OK,4323,2,1,0,
csrc_0323,regulatory,OK,4970,1,0,0,
csrc_0324,regulatory,OK,5715,1,0,0,
csrc_0325,regulatory,OK,4532,1,0,0,
csrc_0326,regulatory,OK,3611,1,0,0,
csrc_0327,regulatory,OK,4560,3,2,0,
csrc_0328,regulatory,OK,9061,2,1,0,
csrc_0329,regulatory,OK,6255,1,0,0,
csrc_0330,regulatory,OK,17249,2,1,0,
csrc_0331,regulatory,OK,4348,5,4,0,
csrc_0332,regulatory,OK,1883,1,0,0,
csrc_0333,regulatory,OK,875,1,0,0,
csrc_0334,regulatory,OK,10191,2,1,0,
csrc_0335,regulatory,OK,3492,1,0,0,
csrc_0336,regulatory,OK,4586,2,1,0,
csrc_0337,regulatory,OK,1994,1,0,0,
csrc_0338,regulatory,OK,4508,1,0,0,
csrc_0339,regulatory,OK,12153,3,2,0,
csrc_0340,regulatory,OK,3937,1,0,0,
csrc_0341,regulatory,OK,2384,1,0,0,
csrc_0342,regulatory,OK,1789,1,0,0,
csrc_0343,regulatory,OK,6191,2,1,0,
csrc_0344,regulatory,OK,11974,3,2,0,
csrc_0345,regulatory,OK,13594,1,0,0,
csrc_0346,regulatory,OK,3228,1,0,0,
csrc_0347,regulatory,OK,1158,1,0,0,
csrc_0348,regulatory,OK,5436,1,0,0,
csrc_0349,regulatory,OK,1559,1,0,0,
csrc_0350,regulatory,OK,6346,1,0,0,
csrc_0351,regulatory,OK,2827,1,0,0,
csrc_0352,regulatory,OK,5202,1,0,0,
csrc_0353,regulatory,OK,931,1,0,0,
csrc_0354,regulatory,OK,12941,5,4,0,
csrc_0355,regulatory,OK,12757,1,0,0,
csrc_0356,regulatory,OK,6018,1,0,0,
csrc_0357,regulatory,OK,16218,1,0,0,
csrc_0358,regulatory,OK,3939,1,0,0,
csrc_0359,regulatory,OK,2597,1,0,0,
csrc_0360,regulatory,OK,5934,6,5,0,
csrc_0361,regulatory,OK,3612,2,1,0,
csrc_0362,regulatory,OK,7071,1,0,0,
csrc_0363,regulatory,OK,8229,1,0,0,
csrc_0364,regulatory,OK,8171,1,0,0,
csrc_0365,regulatory,OK,20456,1,0,0,
csrc_0366,regulatory,OK,4528,1,0,0,
csrc_0367,regulatory,OK,14699,9,8,0,
csrc_0368,regulatory,OK,4427,2,1,0,
csrc_0369,regulatory,OK,7438,5,4,0,
csrc_0370,regulatory,OK,3493,1,0,0,
csrc_0371,regulatory,OK,4258,1,0,0,
csrc_0372,regulatory,OK,7522,3,2,0,
csrc_0373,regulatory,OK,1907,3,2,0,
csrc_0374,regulatory,OK,13798,3,2,0,
csrc_0375,regulatory,OK,5038,3,2,0,
csrc_0376,regulatory,OK,10452,1,0,0,
csrc_0377,regulatory,OK,11536,3,2,0,
pack2_text01,research,OK,31651,20,0,19,
pack2_text02,research,OK,18353,1,0,0,
pack2_text03,research,OK,63716,53,0,52,
pack2_text04,research,OK,136936,126,0,125,
pack2_text05,research,OK,45460,34,0,33,
pack2_text06,research,OK,16821,6,0,5,
pack2_text07,research,OK,44929,54,0,53,
pack2_text08,research,OK,20285,33,0,32,
pack2_text09,research,OK,55096,17,0,16,
pack2_text10,research,OK,60578,52,0,51,
pack2_text11,research,OK,46182,30,0,29,
pack2_text12,research,OK,66275,44,0,43,
pack2_text13,research,OK,23062,14,0,13,
pack2_text14,research,OK,31165,16,0,15,
pack2_text15,research,OK,62512,43,0,42,
pack2_text16,research,OK,32729,21,0,20,
